Activo,Género,Ciudadano_65+,Pareja,Dependientes,Meses_Contrato,Servicio_Teléfono,Varias_Líneas,Servicio_Internet,Seguridad_Online,Respaldo_Online,Protección_Dispositivo,Soporte_Técnico,Streaming_TV,Streaming_Películas,Contrato,Factura_Electrónica,Método_Pago,Cargos_Mensuales,Cargo_Total,ID,Cargos_Diarios,Bucket_Tenure
0,Female,0,True,False,10,True,0,No,-1,-1,-1,-1,-1,-1,Month-to-month,True,Bank transfer (automatic),19.95,187.75,0114-RSRRW,0.66,7-12
1,Male,0,True,False,21,True,1,Fiber optic,0,1,1,1,1,1,Month-to-month,True,Electronic check,111.2,2317.1,0115-TFERT,3.71,13-24
1,Male,0,True,True,37,False,-1,DSL,1,1,1,0,0,0,Month-to-month,False,Bank transfer (automatic),40.2,1448.8,0117-LFRMW,1.34,37-60
0,Female,1,False,False,26,True,0,Fiber optic,1,0,0,0,1,0,Month-to-month,True,Credit card (automatic),85.8,2193.65,0118-JPNOY,2.86,25-36
,Male,0,False,False,71,True,0,No,-1,-1,-1,-1,-1,-1,Two year,True,Credit card (automatic),19.9,1355.1,0120-YZLQA,0.66,60+
0,Male,0,False,False,50,False,-1,DSL,1,0,0,1,0,0,One year,True,Mailed check,35.4,1748.9,0121-SNYRK,1.18,37-60
1,Female,0,False,False,7,True,1,Fiber optic,0,0,0,0,0,0,Month-to-month,True,Electronic check,73.85,511.25,0122-OAHPZ,2.46,7-12
0,Female,0,True,True,61,True,1,DSL,1,1,1,1,1,1,Two year,False,Mailed check,88.1,5526.75,0123-CRBRT,2.94,60+
1,Male,0,False,False,15,True,0,Fiber optic,0,0,1,1,1,1,Month-to-month,True,Electronic check,101.35,1553.95,0125-LZQXK,3.38,13-24
0,Female,0,False,True,26,False,-1,DSL,1,0,0,1,0,1,Month-to-month,False,Mailed check,45.8,1147.0,0128-MKWSG,1.53,25-36
0,Male,0,True,False,72,True,0,Fiber optic,0,0,1,0,1,1,Month-to-month,True,Electronic check,94.65,6747.35,0129-KPTWJ,3.16,60+
0,Male,0,True,True,44,True,0,No,-1,-1,-1,-1,-1,-1,One year,True,Bank transfer (automatic),20.5,865.05,0129-QMPDR,0.68,37-60
0,Male,0,False,False,66,True,1,Fiber optic,0,1,0,0,0,1,Month-to-month,False,Credit card (automatic),89.4,5976.9,0130-SXOUN,2.98,60+
1,Female,0,False,False,2,True,0,Fiber optic,1,1,0,1,0,0,Month-to-month,True,Electronic check,86.25,181.65,0133-BMFZO,2.88,0-6
0,Female,1,False,False,44,True,0,DSL,0,0,1,1,1,1,One year,False,Bank transfer (automatic),74.85,3268.05,0134-XWXCE,2.49,37-60
1,Female,0,False,False,12,True,1,Fiber optic,0,1,0,0,1,0,Month-to-month,True,Bank transfer (automatic),89.75,1052.4,0135-NMXAP,2.99,7-12
0,Male,1,True,False,69,True,1,Fiber optic,0,1,1,1,1,1,Two year,True,Electronic check,109.95,7634.25,0136-IFMYD,3.66,60+
1,Female,0,False,False,1,True,1,Fiber optic,0,1,0,0,0,0,Month-to-month,True,Mailed check,80.2,80.2,0137-OCGAB,2.67,0-6
1,Female,0,False,False,3,True,0,No,-1,-1,-1,-1,-1,-1,Month-to-month,False,Mailed check,19.85,63.75,0137-UDEUO,0.66,0-6
0,Female,0,True,False,2,True,0,Fiber optic,1,1,0,0,1,0,Month-to-month,False,Electronic check,90.35,190.5,0139-IVFJG,3.01,0-6
0,Female,1,False,False,27,True,1,Fiber optic,0,1,1,0,0,0,Month-to-month,True,Bank transfer (automatic),86.45,2401.05,0141-YEAYS,2.88,25-36
0,Male,0,False,False,26,True,0,No,-1,-1,-1,-1,-1,-1,Month-to-month,True,Electronic check,20.3,511.25,0142-GVYSN,0.68,25-36
0,Female,1,True,False,39,True,1,Fiber optic,0,0,0,1,1,1,Month-to-month,True,Electronic check,101.25,3949.15,0147-ESWWR,3.38,37-60
1,Male,0,False,False,25,True,1,Fiber optic,0,0,0,0,1,1,Month-to-month,True,Bank transfer (automatic),94.7,2362.1,0148-DCDOS,3.16,25-36
1,Female,0,False,False,1,True,0,Fiber optic,0,0,0,0,0,0,Month-to-month,False,Mailed check,70.9,70.9,0151-ONTOV,2.36,0-6
,Male,0,False,False,29,True,0,DSL,1,1,0,1,0,0,One year,True,Electronic check,58.75,1696.2,0154-QYHJU,1.96,25-36
1,Male,0,True,False,22,True,0,DSL,1,0,0,1,0,0,Month-to-month,True,Electronic check,54.2,1152.7,0156-FVPTA,1.81,13-24
,Female,1,False,False,5,True,0,DSL,1,1,0,1,0,0,Month-to-month,False,Credit card (automatic),59.9,287.85,0162-RZGMZ,2.0,0-6
0,Female,0,False,False,72,True,1,Fiber optic,1,1,1,1,1,1,Two year,True,Electronic check,114.9,8496.7,0164-APGRB,3.83,60+
0,Female,0,False,False,24,True,0,No,-1,-1,-1,-1,-1,-1,Two year,True,Bank transfer (automatic),19.55,470.2,0164-XAIRP,0.65,13-24
0,Female,0,True,False,19,True,1,Fiber optic,0,0,0,0,1,0,Month-to-month,True,Electronic check,86.85,1564.4,0168-XZKBB,2.9,13-24
0,Male,0,True,True,71,True,1,No,-1,-1,-1,-1,-1,-1,Two year,False,Credit card (automatic),25.35,1847.55,0174-QRVVY,0.85,60+
0,Male,1,True,False,33,True,1,Fiber optic,1,0,1,1,1,1,Month-to-month,True,Bank transfer (automatic),109.9,3694.7,0177-PXBAT,3.66,25-36
0,Female,0,False,False,3,True,0,No,-1,-1,-1,-1,-1,-1,Month-to-month,False,Mailed check,19.95,58.0,0178-CIIKR,0.66,0-6
0,Male,0,True,True,47,True,1,Fiber optic,0,1,0,0,1,0,Month-to-month,False,Electronic check,87.2,4017.45,0178-SZBHO,2.91,37-60
0,Male,0,True,True,62,True,0,Fiber optic,1,1,1,1,1,1,Two year,False,Mailed check,108.15,6825.65,0181-RITDD,3.6,60+
0,Male,0,False,False,71,True,1,Fiber optic,1,1,1,1,1,1,One year,True,Bank transfer (automatic),116.3,8309.55,0186-CAERR,3.88,60+
0,Male,1,True,False,7,True,0,Fiber optic,0,0,0,0,1,1,Month-to-month,True,Electronic check,89.0,605.45,0187-QSXOE,2.97,7-12
0,Female,0,True,True,27,True,0,Fiber optic,1,0,0,0,0,0,Month-to-month,False,Mailed check,74.4,1972.35,0187-WZNAB,2.48,25-36
0,Male,0,False,False,2,True,0,No,-1,-1,-1,-1,-1,-1,Month-to-month,False,Mailed check,20.05,33.7,0188-GWFLE,0.67,0-6
0,Female,0,False,True,25,False,-1,DSL,1,0,0,1,0,0,Two year,False,Bank transfer (automatic),35.05,844.45,0191-EQUUH,1.17,25-36
0,Male,1,False,False,30,True,0,DSL,1,1,0,0,1,1,Month-to-month,True,Electronic check,74.75,2111.3,0191-ZHSKZ,2.49,25-36
1,Female,1,True,False,58,True,0,Fiber optic,1,1,0,1,1,1,One year,True,Credit card (automatic),105.5,6205.5,0193-ESZXP,3.52,37-60
1,Male,0,True,False,10,True,1,Fiber optic,0,0,0,0,0,1,Month-to-month,True,Electronic check,85.25,855.3,0195-IESCP,2.84,7-12
0,Female,0,False,False,9,True,1,Fiber optic,0,0,0,0,0,0,Month-to-month,True,Credit card (automatic),75.2,633.85,0196-JTUQI,2.51,7-12
1,Female,1,True,False,6,True,1,Fiber optic,0,0,0,0,0,1,Month-to-month,True,Electronic check,84.35,474.9,0196-VULGZ,2.81,0-6
0,Female,0,True,True,69,True,1,Fiber optic,1,0,1,0,0,0,One year,False,Bank transfer (automatic),84.45,5848.6,0197-PNKNK,2.82,60+
0,Female,1,False,False,66,True,1,Fiber optic,1,0,0,0,1,1,Two year,True,Bank transfer (automatic),102.4,6471.85,0201-MIBOL,3.41,60+
1,Female,0,False,False,70,True,1,Fiber optic,1,1,1,1,1,1,One year,False,Credit card (automatic),115.55,8127.6,0201-OAMXR,3.85,60+
1,Male,0,False,False,25,True,1,No,-1,-1,-1,-1,-1,-1,One year,False,Bank transfer (automatic),25.3,676.35,0203-HHYIJ,0.84,25-36
0,Female,0,True,True,46,True,0,No,-1,-1,-1,-1,-1,-1,Two year,True,Mailed check,19.25,864.2,0206-OYVOC,0.64,37-60
0,Female,0,True,False,54,True,1,Fiber optic,1,1,1,1,1,1,One year,True,Mailed check,114.65,6049.5,0206-TBWLC,3.82,37-60
1,Female,0,False,False,15,True,0,Fiber optic,1,0,1,1,1,1,Month-to-month,False,Electronic check,105.1,1582.75,0207-MDKNV,3.5,13-24
0,Female,0,True,True,12,True,0,No,-1,-1,-1,-1,-1,-1,Month-to-month,False,Bank transfer (automatic),19.4,198.1,0208-BPQEJ,0.65,7-12
0,Female,0,False,False,22,False,-1,DSL,0,1,0,0,1,1,Month-to-month,True,Electronic check,50.35,1098.85,0212-ISBBF,1.68,13-24
0,Female,0,True,False,70,False,-1,DSL,0,1,1,1,1,1,Two year,False,Bank transfer (automatic),57.8,4039.3,0214-JHPFW,1.93,60+
0,Male,0,False,False,30,True,0,Fiber optic,1,1,1,0,0,0,Month-to-month,True,Credit card (automatic),84.3,2438.6,0215-BQKGS,2.81,25-36
0,Male,0,True,True,71,True,1,Fiber optic,0,1,0,0,1,1,One year,False,Bank transfer (automatic),100.55,7113.75,0218-QNVAS,3.35,60+
0,Male,0,True,False,30,True,0,No,-1,-1,-1,-1,-1,-1,One year,False,Credit card (automatic),19.8,576.65,0219-QAERP,0.66,25-36
1,Male,0,True,True,4,True,1,Fiber optic,0,1,1,0,0,0,Month-to-month,True,Bank transfer (automatic),84.8,371.9,0219-YTZUE,2.83,0-6
1,Male,0,False,False,2,True,0,Fiber optic,0,0,1,0,0,1,Month-to-month,True,Electronic check,85.85,167.3,0220-EBGCE,2.86,0-6
0,Male,0,False,True,10,True,0,No,-1,-1,-1,-1,-1,-1,One year,True,Bank transfer (automatic),19.95,219.5,0221-NAUXK,0.66,7-12
0,Male,1,False,False,4,True,0,Fiber optic,1,0,0,0,0,0,Month-to-month,False,Electronic check,75.35,273.4,0221-WMXNQ,2.51,0-6
0,Male,1,False,False,52,False,-1,DSL,1,0,0,0,1,1,Month-to-month,True,Credit card (automatic),48.8,2555.05,0222-CNVPT,1.63,37-60
1,Male,0,False,False,5,True,1,DSL,0,0,0,0,0,0,Month-to-month,False,Electronic check,47.15,223.15,0224-HJAPT,1.57,0-6
0,Male,0,True,True,8,True,0,No,-1,-1,-1,-1,-1,-1,Two year,False,Mailed check,20.15,165.5,0224-NIJLP,0.67,7-12
0,Female,1,False,False,2,True,0,DSL,0,0,0,0,0,0,Month-to-month,True,Electronic check,44.3,89.3,0224-RLWWD,1.48,0-6
0,Male,0,False,False,3,True,0,Fiber optic,0,1,0,0,0,1,Month-to-month,False,Electronic check,84.3,235.05,0225-ZORZP,2.81,0-6
0,Male,0,False,False,19,True,1,DSL,0,0,1,1,0,0,Month-to-month,False,Electronic check,59.55,1144.6,0228-MAUWC,1.98,13-24
0,Male,0,False,False,72,True,1,DSL,1,1,1,1,0,0,Two year,False,Bank transfer (automatic),69.65,4908.25,0229-LFJAF,2.32,60+
0,Male,1,True,False,63,False,-1,DSL,1,0,0,1,0,0,One year,False,Bank transfer (automatic),36.1,2298.9,0230-UBYPQ,1.2,60+
0,Male,0,True,False,66,False,-1,DSL,1,1,1,1,1,0,Two year,True,Bank transfer (automatic),56.6,3789.2,0230-WEQUW,1.89,60+
1,Male,0,False,False,1,True,0,Fiber optic,0,0,0,1,0,0,Month-to-month,True,Electronic check,75.9,75.9,0231-LXVAP,2.53,0-6
0,Female,0,False,False,60,True,1,Fiber optic,0,0,1,0,0,0,One year,True,Bank transfer (automatic),79.2,4765.0,0233-FTHAV,2.64,37-60
0,Female,0,True,True,48,False,-1,DSL,1,0,1,0,0,1,One year,False,Credit card (automatic),45.0,2196.3,0234-TEVTT,1.5,37-60
1,Female,0,False,False,1,True,0,Fiber optic,0,0,1,0,1,0,Month-to-month,True,Credit card (automatic),85.55,85.55,0235-KGSLC,2.85,0-6
1,Male,0,False,False,15,True,1,Fiber optic,0,0,0,0,1,1,Month-to-month,True,Electronic check,93.35,1444.65,0236-HFWSV,3.11,13-24
0,Female,0,True,False,50,True,1,Fiber optic,1,1,0,1,1,1,Month-to-month,True,Bank transfer (automatic),109.65,5405.8,0237-YFUTL,3.66,37-60
0,Male,0,True,True,72,True,1,DSL,1,1,1,1,1,1,Two year,False,Credit card (automatic),89.7,6339.3,0238-WHBIQ,2.99,60+
0,Female,0,False,False,46,True,1,Fiber optic,1,1,0,0,0,0,Month-to-month,False,Mailed check,84.25,3847.6,0239-OXEXL,2.81,37-60
0,Female,0,True,True,72,True,1,DSL,1,1,1,1,1,1,Two year,False,Bank transfer (automatic),92.65,6733.0,0244-LGNFY,3.09,60+
0,Male,0,True,True,1,True,0,No,-1,-1,-1,-1,-1,-1,Month-to-month,False,Mailed check,19.7,19.7,0247-SLUJI,0.66,0-6
0,Female,0,False,False,1,True,1,DSL,0,0,0,0,0,0,Month-to-month,True,Electronic check,50.1,50.1,0248-IPDFW,1.67,0-6
0,Female,1,False,False,67,True,0,Fiber optic,1,1,0,1,1,0,Two year,True,Bank transfer (automatic),92.45,6140.85,0248-PGHBZ,3.08,60+
0,Female,0,True,True,48,True,1,DSL,0,1,0,1,1,1,Two year,False,Electronic check,79.65,3870.3,0253-ZTEOB,2.66,37-60
0,Female,0,False,False,72,True,0,Fiber optic,1,1,1,1,1,1,Two year,True,Electronic check,109.9,7624.2,0254-FNMCI,3.66,60+
0,Male,0,True,False,52,True,1,DSL,1,1,1,1,0,1,One year,True,Credit card (automatic),81.4,4354.45,0254-KCJGT,2.71,37-60
0,Female,0,True,True,67,True,0,DSL,0,1,0,0,0,0,One year,False,Credit card (automatic),50.55,3431.75,0254-WWRKD,1.68,60+
1,Female,0,True,True,28,True,0,Fiber optic,0,0,0,0,0,1,Month-to-month,True,Electronic check,81.05,2227.1,0256-LTHVJ,2.7,25-36
0,Female,0,True,True,32,True,1,DSL,0,1,1,0,0,0,Month-to-month,False,Bank transfer (automatic),62.45,2045.55,0257-KXZGU,2.08,25-36
1,Female,1,True,False,27,True,0,Fiber optic,1,0,0,0,0,0,Month-to-month,True,Bank transfer (automatic),75.2,1929.35,0257-ZESQC,2.51,25-36
0,Male,0,False,False,3,True,0,Fiber optic,0,1,1,0,0,1,Month-to-month,False,Electronic check,90.4,268.45,0258-NOKBL,3.01,0-6
1,Male,0,False,False,2,True,1,Fiber optic,0,0,0,0,1,0,Month-to-month,True,Electronic check,85.65,181.5,0259-GBZSH,2.86,0-6
1,Female,0,False,True,9,True,0,DSL,0,0,1,1,1,1,Month-to-month,True,Mailed check,72.9,651.4,0260-ZDLGK,2.43,7-12
0,Male,0,True,True,50,True,1,DSL,1,0,0,1,1,0,Two year,True,Credit card (automatic),70.5,3486.65,0263-FJTQO,2.35,37-60
0,Female,0,True,True,71,True,0,No,-1,-1,-1,-1,-1,-1,Two year,False,Bank transfer (automatic),20.1,1389.6,0264-CNITK,0.67,60+
1,Male,1,True,False,32,True,1,Fiber optic,0,0,0,0,0,0,Month-to-month,True,Electronic check,74.9,2303.35,0265-EDXBD,2.5,25-36
0,Female,0,True,True,16,True,0,Fiber optic,1,0,1,0,1,1,Month-to-month,False,Bank transfer (automatic),100.7,1522.7,0265-PSUAE,3.36,13-24
0,Female,0,True,True,67,True,1,Fiber optic,0,0,1,1,1,1,Two year,True,Bank transfer (automatic),105.65,6717.9,0266-CLZKZ,3.52,60+
0,Male,0,True,True,72,True,1,Fiber optic,1,1,1,1,1,1,Two year,True,Credit card (automatic),114.3,8058.55,0266-GMEAO,3.81,60+
1,Female,0,False,False,3,True,0,No,-1,-1,-1,-1,-1,-1,Month-to-month,False,Electronic check,19.75,58.85,0268-QKIWO,0.66,0-6
0,Male,0,True,True,23,True,1,No,-1,-1,-1,-1,-1,-1,One year,False,Mailed check,24.35,538.5,0269-XFESX,0.81,13-24
0,Male,0,True,True,72,True,1,DSL,1,1,1,1,0,0,Two year,False,Bank transfer (automatic),69.85,5102.35,0270-THENM,2.33,60+
0,Male,0,True,True,7,False,-1,DSL,1,1,1,0,1,1,Month-to-month,False,Mailed check,58.85,465.7,0274-JKUJR,1.96,7-12
,Male,1,True,False,65,True,1,Fiber optic,0,1,1,0,1,1,One year,True,Bank transfer (automatic),103.15,6792.45,0274-VVQOQ,3.44,60+
0,Male,0,True,True,8,True,0,DSL,0,0,0,0,1,0,Month-to-month,True,Electronic check,54.4,475.1,0277-BKSQP,1.81,7-12
0,Male,0,True,True,66,False,-1,DSL,0,0,0,1,1,1,Two year,False,Bank transfer (automatic),50.55,3364.55,0277-ORXQS,1.68,60+
1,Male,0,False,False,5,True,0,No,-1,-1,-1,-1,-1,-1,Month-to-month,False,Mailed check,21.05,113.85,0278-YXOOG,0.7,0-6
